questId,displayName,description,faction,oneShot,prereqQuest,stageNum,stageId,stageDescription,onEnterActions,objectiveType,objectiveId,itemName,npcId,npcDisplayName,npcFaction,qty,onCompleteActions,rewardCR,rewardRep,rewardItems
q_002_1,Помощь Мистер Фринли,Помогите Мистер Фринли с важным делом для Гильдия Успеха,GuildOfSuccess,,,4,talk_1_4,Встретьтесь с Мистер Фринли для получения указаний,,TalkToNpc,obj_q_002_1_s4,,npc_002,Мистер Фринли,GuildOfSuccess,1,GiveCredits::75;AddReputation::50:GuildOfSuccess;GiveItem:SOL Memory Cartridge::1,75,GuildOfSuccess:50,SOL Memory Cartridge:1
q_002_2,Задание #3 от Мистер Фринли,Выполните поручение для Мистер Фринли в Гильдия Успеха,GuildOfSuccess,y,,0,talk_2_0,Встретьтесь с Мистер Фринли для получения указаний,,TalkToNpc,obj_q_002_2_s0,,npc_002,Мистер Фринли,GuildOfSuccess,1,,,,
q_002_2,Задание #3 от Мистер Фринли,Выполните поручение для Мистер Фринли в Гильдия Успеха,GuildOfSuccess,y,,1,gather_2_1,Принесите Guild Signet Ring в количестве 2,,HaveItem,obj_q_002_2_s1,Guild Signet Ring,npc_002,Мистер Фринли,GuildOfSuccess,2,,,,
q_002_2,Задание #3 от Мистер Фринли,Выполните поручение для Мистер Фринли в Гильдия Успеха,GuildOfSuccess,y,,2,gather_2_2,Добудьте Travel Cigarette Case — требуется 2 шт.,,HaveItem,obj_q_002_2_s2,Travel Cigarette Case,npc_002,Мистер Фринли,GuildOfSuccess,2,,,,
q_002_2,Задание #3 от Мистер Фринли,Выполните поручение для Мистер Фринли в Гильдия Успеха,GuildOfSuccess,y,,3,talk_2_3,Встретьтесь с Мистер Фринли для получения указаний,,TalkToNpc,obj_q_002_2_s3,,npc_002,Мистер Фринли,GuildOfSuccess,1,GiveCredits::200;AddReputation::30:GuildOfSuccess;GiveItem:Promissory Note::1,200,GuildOfSuccess:30,Promissory Note:1
q_002_3,Мистер Фринли: Важное дело,Мистер Фринли ищет надёжного курьера для Гильдия Успеха,GuildOfSuccess,y,,0,talk_3_0,Обсудите детали с Мистер Фринли,,TalkToNpc,obj_q_002_3_s0,,npc_002,Мистер Фринли,GuildOfSuccess,1,,,,
q_002_3,Мистер Фринли: Важное дело,Мистер Фринли ищет надёжного курьера для Гильдия Успеха,GuildOfSuccess,y,,1,gather_3_1,Принесите Skol 25 (Gold-Silver) в количестве 4,,HaveItem,obj_q_002_3_s1,Skol 25 (Gold-Silver),npc_002,Мистер Фринли,GuildOfSuccess,4,,,,
q_002_3,Мистер Фринли: Важное дело,Мистер Фринли ищет надёжного курьера для Гильдия Успеха,GuildOfSuccess,y,,2,talk_3_2,Поговорите с Дама в кошачьих очках,,TalkToNpc,obj_q_002_3_s2,,npc_027,Дама в кошачьих очках,GuildOfSuccess,1,,,,
q_002_3,Мистер Фринли: Важное дело,Мистер Фринли ищет надёжного курьера для Гильдия Успеха,GuildOfSuccess,y,,3,gather_3_3,Добудьте Port Access Token — требуется 5 шт.,,HaveItem,obj_q_002_3_s3,Port Access Token,npc_002,Мистер Фринли,GuildOfSuccess,5,,,,
q_002_3,Мистер Фринли: Важное дело,Мистер Фринли ищет надёжного курьера для Гильдия Успеха,GuildOfSuccess,y,,4,talk_3_4,Найдите Миссис Дюран и узнайте информацию,,TalkToNpc,obj_q_002_3_s4,,npc_024,Миссис Дюран,GuildOfSuccess,1,,,,
q_002_3,Мистер Фринли: Важное дело,Мистер Фринли ищет надёжного курьера для Гильдия Успеха,GuildOfSuccess,y,,5,gather_3_5,Раздобудьте Steel Cable 6mm (3 шт.),,HaveItem,obj_q_002_3_s5,Steel Cable 6mm,npc_002,Мистер Фринли,GuildOfSuccess,3,,,,
q_002_3,Мистер Фринли: Важное дело,Мистер Фринли ищет надёжного курьера для Гильдия Успеха,GuildOfSuccess,y,,6,talk_3_6,Передайте сообщение Мистер Фринли,,TalkToNpc,obj_q_002_3_s6,,npc_002,Мистер Фринли,GuildOfSuccess,1,GiveCredits::300;AddReputation::30:GuildOfSuccess;GiveItem:Guild Signet Ring::1,300,GuildOfSuccess:30,Guild Signet Ring:1
q_002_4,Задание #5 от Мистер Фринли,Возьмите задание у Мистер Фринли и выполните его,GuildOfSuccess,y,,0,talk_4_0,Передайте сообщение Мистер Фринли,,TalkToNpc,obj_q_002_4_s0,,npc_002,Мистер Фринли,GuildOfSuccess,1,,,,
q_002_4,Задание #5 от Мистер Фринли,Возьмите задание у Мистер Фринли и выполните его,GuildOfSuccess,y,,1,talk_4_1,Встретьтесь с Роксана Розенталь для получения указаний,,TalkToNpc,obj_q_002_4_s1,,npc_019,Роксана Розенталь,GuildOfSuccess,1,,,,
q_002_4,Задание #5 от Мистер Фринли,Возьмите задание у Мистер Фринли и выполните его,GuildOfSuccess,y,,2,gather_4_2,Найдите Steel Cable 6mm в количестве 4 шт.,,HaveItem,obj_q_002_4_s2,Steel Cable 6mm,npc_002,Мистер Фринли,GuildOfSuccess,4,,,,
q_002_4,Задание #5 от Мистер Фринли,Возьмите задание у Мистер Фринли и выполните его,GuildOfSuccess,y,,3,gather_4_3,Соберите SOL Memory Cartridge (2 шт.),,HaveItem,obj_q_002_4_s3,SOL Memory Cartridge,npc_002,Мистер Фринли,GuildOfSuccess,2,,,,
q_002_4,Задание #5 от Мистер Фринли,Возьмите задание у Мистер Фринли и выполните его,GuildOfSuccess,y,,4,gather_4_4,Раздобудьте Invoice (3 шт.),,HaveItem,obj_q_002_4_s4,Invoice,npc_002,Мистер Фринли,GuildOfSuccess,3,,,,
q_002_4,Задание #5 от Мистер Фринли,Возьмите задание у Мистер Фринли и выполните его,GuildOfSuccess,y,,5,talk_4_5,Встретьтесь с Мистер Фринли для получения указаний,,TalkToNpc,obj_q_002_4_s5,,npc_002,Мистер Фринли,GuildOfSuccess,1,,,,
q_002_4,Задание #5 от Мистер Фринли,Возьмите задание у Мистер Фринли и выполните его,GuildOfSuccess,y,,6,talk_4_6,Передайте сообщение Мистер Фринли,,TalkToNpc,obj_q_002_4_s6,,npc_002,Мистер Фринли,GuildOfSuccess,1,GiveCredits::200;AddReputation::50:GuildOfSuccess;GiveItem:Travel Cigarette Case::3,200,GuildOfSuccess:50,Travel Cigarette Case:3
q_002_5,Задание #6 от Мистер Фринли,Выполните поручение для Мистер Фринли в Гильдия Успеха,GuildOfSuccess,,q_002_4,0,talk_5_0,Найдите Мистер Фринли и узнайте информацию,,TalkToNpc,obj_q_002_5_s0,,npc_002,Мистер Фринли,GuildOfSuccess,1,,,,
q_002_5,Задание #6 от Мистер Фринли,Выполните поручение для Мистер Фринли в Гильдия Успеха,GuildOfSuccess,,q_002_4,1,gather_5_1,Найдите Promissory Note в количестве 1 шт.,,HaveItem,obj_q_002_5_s1,Promissory Note,npc_002,Мистер Фринли,GuildOfSuccess,1,,,,
q_002_5,Задание #6 от Мистер Фринли,Выполните поручение для Мистер Фринли в Гильдия Успеха,GuildOfSuccess,,q_002_4,2,gather_5_2,Найдите Promissory Note в количестве 1 шт.,,HaveItem,obj_q_002_5_s2,Promissory Note,npc_002,Мистер Фринли,GuildOfSuccess,1,,,,
q_002_5,Задание #6 от Мистер Фринли,Выполните поручение для Мистер Фринли в Гильдия Успеха,GuildOfSuccess,,q_002_4,3,gather_5_3,Добудьте Silver Cigarette Case — требуется 2 шт.,,HaveItem,obj_q_002_5_s3,Silver Cigarette Case,npc_002,Мистер Фринли,GuildOfSuccess,2,,,,
q_002_5,Задание #6 от Мистер Фринли,Выполните поручение для Мистер Фринли в Гильдия Успеха,GuildOfSuccess,,q_002_4,4,gather_5_4,Раздобудьте Silver Cigarette Case (2 шт.),,HaveItem,obj_q_002_5_s4,Silver Cigarette Case,npc_002,Мистер Фринли,GuildOfSuccess,2,,,,
q_002_5,Задание #6 от Мистер Фринли,Выполните поручение для Мистер Фринли в Гильдия Успеха,GuildOfSuccess,,q_002_4,5,talk_5_5,Обсудите детали с Мистер Фринли,,TalkToNpc,obj_q_002_5_s5,,npc_002,Мистер Фринли,GuildOfSuccess,1,GiveCredits::200;AddReputation::10:GuildOfSuccess;GiveItem:Port Access Token::2,200,GuildOfSuccess:10,Port Access Token:2
q_002_6,Поручение: Встреча Мистер Фринли,Выполните поручение для Мистер Фринли в Гильдия Успеха,GuildOfSuccess,,,0,talk_6_0,Передайте сообщение Мистер Фринли,,TalkToNpc,obj_q_002_6_s0,,npc_002,Мистер Фринли,GuildOfSuccess,1,,,,
q_002_6,Поручение: Встреча Мистер Фринли,Выполните поручение для Мистер Фринли в Гильдия Успеха,GuildOfSuccess,,,1,gather_6_1,Соберите Promissory Note (2 шт.),,HaveItem,obj_q_002_6_s1,Promissory Note,npc_002,Мистер Фринли,GuildOfSuccess,2,,,,
q_002_6,Поручение: Встреча Мистер Фринли,Выполните поручение для Мистер Фринли в Гильдия Успеха,GuildOfSuccess,,,2,gather_6_2,Добудьте Brass-Buckled Suitcase — требуется 2 шт.,,HaveItem,obj_q_002_6_s2,Brass-Buckled Suitcase,npc_002,Мистер Фринли,GuildOfSuccess,2,,,,
q_002_6,Поручение: Встреча Мистер Фринли,Выполните поручение для Мистер Фринли в Гильдия Успеха,GuildOfSuccess,,,3,gather_6_3,Найдите Travel Cigarette Case в количестве 5 шт.,,HaveItem,obj_q_002_6_s3,Travel Cigarette Case,npc_002,Мистер Фринли,GuildOfSuccess,5,,,,
q_002_6,Поручение: Встреча Мистер Фринли,Выполните поручение для Мистер Фринли в Гильдия Успеха,GuildOfSuccess,,,4,talk_6_4,Поговорите с Мистер Фринли,,TalkToNpc,obj_q_002_6_s4,,npc_002,Мистер Фринли,GuildOfSuccess,1,GiveCredits::75;AddReputation::10:GuildOfSuccess;GiveItem:Travel Cigarette Case::1,75,GuildOfSuccess:10,Travel Cigarette Case:1
q_002_7,Поручение: Сбор Мистер Фринли,Возьмите задание у Мистер Фринли и выполните его,GuildOfSuccess,y,,0,talk_7_0,Обсудите детали с Мистер Фринли,,TalkToNpc,obj_q_002_7_s0,,npc_002,Мистер Фринли,GuildOfSuccess,1,,,,
q_002_7,Поручение: Сбор Мистер Фринли,Возьмите задание у Мистер Фринли и выполните его,GuildOfSuccess,y,,1,talk_7_1,Встретьтесь с Господин Момото для получения указаний,,TalkToNpc,obj_q_002_7_s1,,npc_088,Господин Момото,GuildOfSuccess,1,,,,
q_002_7,Поручение: Сбор Мистер Фринли,Возьмите задание у Мистер Фринли и выполните его,GuildOfSuccess,y,,2,talk_7_2,Найдите Миссис Фиц и узнайте информацию,,TalkToNpc,obj_q_002_7_s2,,npc_020,Миссис Фиц,GuildOfSuccess,1,,,,
q_002_7,Поручение: Сбор Мистер Фринли,Возьмите задание у Мистер Фринли и выполните его,GuildOfSuccess,y,,3,gather_7_3,Найдите Steel Cable 6mm в количестве 5 шт.,,HaveItem,obj_q_002_7_s3,Steel Cable 6mm,npc_002,Мистер Фринли,GuildOfSuccess,5,,,,
q_002_7,Поручение: Сбор Мистер Фринли,Возьмите задание у Мистер Фринли и выполните его,GuildOfSuccess,y,,4,gather_7_4,Принесите Vault Key в количестве 5,,HaveItem,obj_q_002_7_s4,Vault Key,npc_002,Мистер Фринли,GuildOfSuccess,5,,,,
q_002_7,Поручение: Сбор Мистер Фринли,Возьмите задание у Мистер Фринли и выполните его,GuildOfSuccess,y,,5,talk_7_5,Поговорите с Мистер Фринли,,TalkToNpc,obj_q_002_7_s5,,npc_002,Мистер Фринли,GuildOfSuccess,1,GiveCredits::300;AddReputation::5:GuildOfSuccess,300,GuildOfSuccess:5,
q_002_8,Поручение: Сбор Мистер Фринли,Срочное поручение от Мистер Фринли (Гильдия Успеха),GuildOfSuccess,y,,0,talk_8_0,Встретьтесь с Мистер Фринли для получения указаний,,TalkToNpc,obj_q_002_8_s0,,npc_002,Мистер Фринли,GuildOfSuccess,1,,,,
q_002_8,Поручение: Сбор Мистер Фринли,Срочное поручение от Мистер Фринли (Гильдия Успеха),GuildOfSuccess,y,,1,gather_8_1,Принесите Letter of Thanks в количестве 1,,HaveItem,obj_q_002_8_s1,Letter of Thanks,npc_002,Мистер Фринли,GuildOfSuccess,1,,,,
q_002_8,Поручение: Сбор Мистер Фринли,Срочное поручение от Мистер Фринли (Гильдия Успеха),GuildOfSuccess,y,,2,talk_8_2,Передайте сообщение Мистер Фринли,,TalkToNpc,obj_q_002_8_s2,,npc_002,Мистер Фринли,GuildOfSuccess,1,GiveCredits::75;AddReputation::50:GuildOfSuccess,75,GuildOfSuccess:50,
q_002_9,Помощь Мистер Фринли,Помогите Мистер Фринли с важным делом для Гильдия Успеха,GuildOfSuccess,,q_002_8,0,talk_9_0,Поговорите с Мистер Фринли,,TalkToNpc,obj_q_002_9_s0,,npc_002,Мистер Фринли,GuildOfSuccess,1,,,,
q_002_9,Помощь Мистер Фринли,Помогите Мистер Фринли с важным делом для Гильдия Успеха,GuildOfSuccess,,q_002_8,1,gather_9_1,Раздобудьте Travel Cigarette Case (5 шт.),,HaveItem,obj_q_002_9_s1,Travel Cigarette Case,npc_002,Мистер Фринли,GuildOfSuccess,5,,,,
q_002_9,Помощь Мистер Фринли,Помогите Мистер Фринли с важным делом для Гильдия Успеха,GuildOfSuccess,,q_002_8,2,gather_9_2,Раздобудьте Silver Cigarette Case (2 шт.),,HaveItem,obj_q_002_9_s2,Silver Cigarette Case,npc_002,Мистер Фринли,GuildOfSuccess,2,,,,
q_002_9,Помощь Мистер Фринли,Помогите Мистер Фринли с важным делом для Гильдия Успеха,GuildOfSuccess,,q_002_8,3,talk_9_3,Найдите Мистер Фринли и узнайте информацию,,TalkToNpc,obj_q_002_9_s3,,npc_002,Мистер Фринли,GuildOfSuccess,1,GiveCredits::150;AddReputation::15:GuildOfSuccess;GiveItem:Silver Cigarette Case::3,150,GuildOfSuccess:15,Silver Cigarette Case:3
q_002_10,Задание #11 от Мистер Фринли,Мистер Фринли ищет надёжного курьера для Гильдия Успеха,GuildOfSuccess,y,,0,talk_10_0,Найдите Мистер Фринли и узнайте информацию,,TalkToNpc,obj_q_002_10_s0,,npc_002,Мистер Фринли,GuildOfSuccess,1,,,,
q_002_10,Задание #11 от Мистер Фринли,Мистер Фринли ищет надёжного курьера для Гильдия Успеха,GuildOfSuccess,y,,1,talk_10_1,Встретьтесь с Анна Дюран для получения указаний,,TalkToNpc,obj_q_002_10_s1,,npc_013,Анна Дюран,GuildOfSuccess,1,,,,
q_002_10,Задание #11 от Мистер Фринли,Мистер Фринли ищет надёжного курьера для Гильдия Успеха,GuildOfSuccess,y,,2,gather_10_2,Соберите Promissory Note (3 шт.),,HaveItem,obj_q_002_10_s2,Promissory Note,npc_002,Мистер Фринли,GuildOfSuccess,3,,,,
q_002_10,Задание #11 от Мистер Фринли,Мистер Фринли ищет надёжного курьера для Гильдия Успеха,GuildOfSuccess,y,,3,talk_10_3,Поговорите с Миссис Фиц,,TalkToNpc,obj_q_002_10_s3,,npc_020,Миссис Фиц,GuildOfSuccess,1,,,,
q_002_10,Задание #11 от Мистер Фринли,Мистер Фринли ищет надёжного курьера для Гильдия Успеха,GuildOfSuccess,y,,4,talk_10_4,Поговорите с Мистер Фринли,,TalkToNpc,obj_q_002_10_s4,,npc_002,Мистер Фринли,GuildOfSuccess,1,GiveCredits::10;AddReputation::15:GuildOfSuccess,10,GuildOfSuccess:15,
q_003_0,Поручение: Задание Профсоюз «Свободное Небо»,Выполните поручение для Профсоюз «Свободное Небо» в Свободные Торговцы,FreeTraders,y,,0,talk_0_0,Найдите Профсоюз «Свободное Небо» и узнайте информацию,,TalkToNpc,obj_q_003_0_s0,,npc_003,Профсоюз «Свободное Небо»,FreeTraders,1,,,,
q_003_0,Поручение: Задание Профсоюз «Свободное Небо»,Выполните поручение для Профсоюз «Свободное Небо» в Свободные Торговцы,FreeTraders,y,,1,gather_0_1,Раздобудьте Canvas Tarpaulin (3 шт.),,HaveItem,obj_q_003_0_s1,Canvas Tarpaulin,npc_003,Профсоюз «Свободное Небо»,FreeTraders,3,,,,
q_003_0,Поручение: Задание Профсоюз «Свободное Небо»,Выполните поручение для Профсоюз «Свободное Небо» в Свободные Торговцы,FreeTraders,y,,2,talk_0_2,Передайте сообщение Макс Ньюман,,TalkToNpc,obj_q_003_0_s2,,npc_031,Макс Ньюман,FreeTraders,1,,,,
q_003_0,Поручение: Задание Профсоюз «Свободное Небо»,Выполните поручение для Профсоюз «Свободное Небо» в Свободные Торговцы,FreeTraders,y,,3,gather_0_3,Соберите Leather Wallet (2 шт.),,HaveItem,obj_q_003_0_s3,Leather Wallet,npc_003,Профсоюз «Свободное Небо»,FreeTraders,2,,,,
q_003_0,Поручение: Задание Профсоюз «Свободное Небо»,Выполните поручение для Профсоюз «Свободное Небо» в Свободные Торговцы,FreeTraders,y,,4,talk_0_4,Обсудите детали с Профсоюз «Свободное Небо»,,TalkToNpc,obj_q_003_0_s4,,npc_003,Профсоюз «Свободное Небо»,FreeTraders,1,,,,
q_003_0,Поручение: Задание Профсоюз «Свободное Небо»,Выполните поручение для Профсоюз «Свободное Небо» в Свободные Торговцы,FreeTraders,y,,5,gather_0_5,Соберите Primium Forged Steel (2 шт.),,HaveItem,obj_q_003_0_s5,Primium Forged Steel,npc_003,Профсоюз «Свободное Небо»,FreeTraders,2,,,,
q_003_0,Поручение: Задание Профсоюз «Свободное Небо»,Выполните поручение для Профсоюз «Свободное Небо» в Свободные Торговцы,FreeTraders,y,,6,gather_0_6,Соберите Ferry Waybill (1 шт.),,HaveItem,obj_q_003_0_s6,Ferry Waybill,npc_003,Профсоюз «Свободное Небо»,FreeTraders,1,,,,
q_003_0,Поручение: Задание Профсоюз «Свободное Небо»,Выполните поручение для Профсоюз «Свободное Небо» в Свободные Торговцы,FreeTraders,y,,7,talk_0_7,Обсудите детали с Профсоюз «Свободное Небо»,,TalkToNpc,obj_q_003_0_s7,,npc_003,Профсоюз «Свободное Небо»,FreeTraders,1,,,,
q_003_0,Поручение: Задание Профсоюз «Свободное Небо»,Выполните поручение для Профсоюз «Свободное Небо» в Свободные Торговцы,FreeTraders,y,,8,gather_0_8,"Добудьте Rifle ""GS-1"" — требуется 2 шт.",,HaveItem,obj_q_003_0_s8,"Rifle ""GS-1""",npc_003,Профсоюз «Свободное Небо»,FreeTraders,2,,,,
q_003_0,Поручение: Задание Профсоюз «Свободное Небо»,Выполните поручение для Профсоюз «Свободное Небо» в Свободные Торговцы,FreeTraders,y,,9,gather_0_9,Принесите Ferry Waybill в количестве 1,,HaveItem,obj_q_003_0_s9,Ferry Waybill,npc_003,Профсоюз «Свободное Небо»,FreeTraders,1,,,,
q_003_0,Поручение: Задание Профсоюз «Свободное Небо»,Выполните поручение для Профсоюз «Свободное Небо» в Свободные Торговцы,FreeTraders,y,,10,talk_0_10,Найдите Списк и узнайте информацию,,TalkToNpc,obj_q_003_0_s10,,npc_099,Списк,FreeTraders,1,,,,
q_003_0,Поручение: Задание Профсоюз «Свободное Небо»,Выполните поручение для Профсоюз «Свободное Небо» в Свободные Торговцы,FreeTraders,y,,11,gather_0_11,Добудьте Ferry Waybill — требуется 3 шт.,,HaveItem,obj_q_003_0_s11,Ferry Waybill,npc_003,Профсоюз «Свободное Небо»,FreeTraders,3,,,,
q_003_0,Поручение: Задание Профсоюз «Свободное Небо»,Выполните поручение для Профсоюз «Свободное Небо» в Свободные Торговцы,FreeTraders,y,,12,talk_0_12,Передайте сообщение Профсоюз «Свободное Небо»,,TalkToNpc,obj_q_003_0_s12,,npc_003,Профсоюз «Свободное Небо»,FreeTraders,1,GiveCredits::300;AddReputation::25:FreeTraders;GiveItem:Storm Backpack::2,300,FreeTraders:25,Storm Backpack:2
q_003_1,Задание #2 от Профсоюз «Свободное Небо»,Выполните поручение для Профсоюз «Свободное Небо» в Свободные Торговцы,FreeTraders,y,q_003_0,0,talk_1_0,Обсудите детали с Профсоюз «Свободное Небо»,,TalkToNpc,obj_q_003_1_s0,,npc_003,Профсоюз «Свободное Небо»,FreeTraders,1,,,,
q_003_1,Задание #2 от Профсоюз «Свободное Небо»,Выполните поручение для Профсоюз «Свободное Небо» в Свободные Торговцы,FreeTraders,y,q_003_0,1,talk_1_1,Передайте сообщение Профсоюз «Свободное Небо»,,TalkToNpc,obj_q_003_1_s1,,npc_003,Профсоюз «Свободное Небо»,FreeTraders,1,,,,
q_003_1,Задание #2 от Профсоюз «Свободное Небо»,Выполните поручение для Профсоюз «Свободное Небо» в Свободные Торговцы,FreeTraders,y,q_003_0,2,talk_1_2,Обсудите детали с Профсоюз «Свободное Небо»,,TalkToNpc,obj_q_003_1_s2,,npc_003,Профсоюз «Свободное Небо»,FreeTraders,1,GiveCredits::500;AddReputation::10:FreeTraders;GiveItem:Lockpick Set::2,500,FreeTraders:10,Lockpick Set:2
q_003_2,Задание #3 от Профсоюз «Свободное Небо»,Возьмите задание у Профсоюз «Свободное Небо» и выполните его,FreeTraders,y,,0,talk_2_0,Передайте сообщение Профсоюз «Свободное Небо»,,TalkToNpc,obj_q_003_2_s0,,npc_003,Профсоюз «Свободное Небо»,FreeTraders,1,,,,
q_003_2,Задание #3 от Профсоюз «Свободное Небо»,Возьмите задание у Профсоюз «Свободное Небо» и выполните его,FreeTraders,y,,1,gather_2_1,Добудьте Leather Wallet — требуется 1 шт.,,HaveItem,obj_q_003_2_s1,Leather Wallet,npc_003,Профсоюз «Свободное Небо»,FreeTraders,1,,,,
q_003_2,Задание #3 от Профсоюз «Свободное Небо»,Возьмите задание у Профсоюз «Свободное Небо» и выполните его,FreeTraders,y,,2,talk_2_2,Передайте сообщение Профсоюз «Свободное Небо»,,TalkToNpc,obj_q_003_2_s2,,npc_003,Профсоюз «Свободное Небо»,FreeTraders,1,GiveCredits::200;AddReputation::50:FreeTraders;GiveItem:Primium Forged Steel::1,200,FreeTraders:50,Primium Forged Steel:1
q_003_3,Задание #4 от Профсоюз «Свободное Небо»,Возьмите задание у Профсоюз «Свободное Небо» и выполните его,FreeTraders,,,0,talk_3_0,Поговорите с Профсоюз «Свободное Небо»,,TalkToNpc,obj_q_003_3_s0,,npc_003,Профсоюз «Свободное Небо»,FreeTraders,1,,,,
q_003_3,Задание #4 от Профсоюз «Свободное Небо»,Возьмите задание у Профсоюз «Свободное Небо» и выполните его,FreeTraders,,,1,talk_3_1,Встретьтесь с Фред Ножас для получения указаний,,TalkToNpc,obj_q_003_3_s1,,npc_038,Фред Ножас,FreeTraders,1,,,,
q_003_3,Задание #4 от Профсоюз «Свободное Небо»,Возьмите задание у Профсоюз «Свободное Небо» и выполните его,FreeTraders,,,2,talk_3_2,Найдите Сэм Ландау и узнайте информацию,,TalkToNpc,obj_q_003_3_s2,,npc_042,Сэм Ландау,FreeTraders,1,,,,
q_003_3,Задание #4 от Профсоюз «Свободное Небо»,Возьмите задание у Профсоюз «Свободное Небо» и выполните его,FreeTraders,,,3,gather_3_3,Добудьте Primium Forged Steel — требуется 1 шт.,,HaveItem,obj_q_003_3_s3,Primium Forged Steel,npc_003,Профсоюз «Свободное Небо»,FreeTraders,1,,,,
